Miejscowość,Parafia,Rodzaj Księgi,Rok od,Rok do,powiat,source_type
Bolewice,Urząd Stanu Cywilnego,Zgony,1918,1918,nowotomyski,Urząd Stanu Cywilnego
Boossen,Urząd Stanu Cywilnego,Chrzty,1910,1910,Frankfurt nad Odrą,Urząd Stanu Cywilnego
Borek,Parafia ewangelicka,Chrzty,1853,1855,gostyński,Parafia ewangelicka
Borek,Parafia ewangelicka,Śluby,1822,1822,gostyński,Parafia ewangelicka
Borek,Parafia ewangelicka,Śluby,1853,1855,gostyński,Parafia ewangelicka
Borek,Parafia ewangelicka,Śluby,1874,1874,gostyński,Parafia ewangelicka
Borek,Parafia ewangelicka,Zgony,1853,1855,gostyński,Parafia ewangelicka
Borek,Parafia ewangelicka,Zgony,1898,1898,gostyński,Parafia ewangelicka
Borek,Parafia katolicka,Chrzty,1795,1805,gostyński,Parafia katolicka
Borek,Parafia katolicka,Chrzty,1818,1829,gostyński,Parafia katolicka
Borek,Parafia katolicka,Śluby,1795,1829,gostyński,Parafia katolicka
Borek,Parafia katolicka,Zgony,1818,1829,gostyński,Parafia katolicka
Borek,Parafia katolicka,Zgony,1873,1873,gostyński,Parafia katolicka
Borek,Urząd Stanu Cywilnego,Chrzty,1874,1918,gostyński,Urząd Stanu Cywilnego
Borek,Urząd Stanu Cywilnego,Śluby,1874,1919,gostyński,Urząd Stanu Cywilnego
Borek,Urząd Stanu Cywilnego,Śluby,1921,1923,gostyński,Urząd Stanu Cywilnego
Borek,Urząd Stanu Cywilnego,Śluby,1926,1926,gostyński,Urząd Stanu Cywilnego
Borek,Urząd Stanu Cywilnego,Zgony,1874,1917,gostyński,Urząd Stanu Cywilnego
Borek,Urząd Stanu Cywilnego,Zgony,1920,1923,gostyński,Urząd Stanu Cywilnego
Borków,Parafia katolicka,Chrzty,1809,1810,kaliski,Parafia katolicka
Borków,Parafia katolicka,Chrzty,1823,1823,kaliski,Parafia katolicka
Borków,Parafia katolicka,Chrzty,1825,1827,kaliski,Parafia katolicka
Borków,Parafia katolicka,Chrzty,1829,1829,kaliski,Parafia katolicka
Borków,Parafia katolicka,Chrzty,1831,1839,kaliski,Parafia katolicka
Borków,Parafia katolicka,Chrzty,1842,1842,kaliski,Parafia katolicka
Borków,Parafia katolicka,Chrzty,1844,1867,kaliski,Parafia katolicka
Borków,Parafia katolicka,Śluby,1809,1811,kaliski,Parafia katolicka
Borków,Parafia katolicka,Śluby,1825,1827,kaliski,Parafia katolicka
Borków,Parafia katolicka,Śluby,1829,1829,kaliski,Parafia katolicka
Borków,Parafia katolicka,Śluby,1831,1839,kaliski,Parafia katolicka
Borków,Parafia katolicka,Śluby,1842,1842,kaliski,Parafia katolicka
Borków,Parafia katolicka,Śluby,1844,1867,kaliski,Parafia katolicka
Borków,Parafia katolicka,Zgony,1809,1810,kaliski,Parafia katolicka
Borków,Parafia katolicka,Zgony,1825,1827,kaliski,Parafia katolicka
Borków,Parafia katolicka,Zgony,1829,1829,kaliski,Parafia katolicka
Borków,Parafia katolicka,Zgony,1831,1836,kaliski,Parafia katolicka
Borków,Parafia katolicka,Zgony,1839,1839,kaliski,Parafia katolicka
Borków,Parafia katolicka,Zgony,1842,1842,kaliski,Parafia katolicka
Borków,Parafia katolicka,Zgony,1844,1867,kaliski,Parafia katolicka
Boruja Kościelna,Parafia ewangelicka,Chrzty,1818,1823,nowotomyski,Parafia ewangelicka
Boruja Kościelna,Parafia ewangelicka,Chrzty,1874,1874,nowotomyski,Parafia ewangelicka
Boruja Kościelna,Parafia ewangelicka,Śluby,1818,1823,nowotomyski,Parafia ewangelicka
Boruja Kościelna,Parafia ewangelicka,Zgony,1818,1823,nowotomyski,Parafia ewangelicka
Boruja Kościelna,Parafia ewangelicka,Zgony,1874,1874,nowotomyski,Parafia ewangelicka
Boruja Kościelna,Parafia katolicka,Chrzty,1818,1818,nowotomyski,Parafia katolicka
Boruja Kościelna,Parafia katolicka,Chrzty,1821,1821,nowotomyski,Parafia katolicka
Boruja Kościelna,Parafia katolicka,Śluby,1818,1818,nowotomyski,Parafia katolicka
Boruja Kościelna,Urząd Stanu Cywilnego,Śluby,1874,1875,nowotomyski,Urząd Stanu Cywilnego
Boruja Kościelna,Urząd Stanu Cywilnego,Śluby,1885,1899,nowotomyski,Urząd Stanu Cywilnego
Borysławice Kościelne,Parafia katolicka,Chrzty,1808,1809,kolski,Parafia katolicka
Borysławice Kościelne,Parafia katolicka,Chrzty,1811,1884,kolski,Parafia katolicka
Borysławice Kościelne,Parafia katolicka,Chrzty,1905,1917,kolski,Parafia katolicka
Borysławice Kościelne,Parafia katolicka,Śluby,1808,1809,kolski,Parafia katolicka
Borysławice Kościelne,Parafia katolicka,Śluby,1811,1884,kolski,Parafia katolicka
Borysławice Kościelne,Parafia katolicka,Śluby,1905,1917,kolski,Parafia katolicka
Borysławice Kościelne,Parafia katolicka,Zgony,1808,1809,kolski,Parafia katolicka
Borysławice Kościelne,Parafia katolicka,Zgony,1811,1884,kolski,Parafia katolicka
Borysławice Kościelne,Parafia katolicka,Zgony,1905,1917,kolski,Parafia katolicka
Borysławice Kościelne,Parafia katolicka,Inne,1801,1826,kolski,Parafia katolicka
Borysławice Kościelne,Parafia katolicka,Inne,1875,1876,kolski,Parafia katolicka
Borzęciczki,Parafia ewangelicka,Śluby,1835,1836,krotoszyński,Parafia ewangelicka
Borzęciczki,Parafia ewangelicka,Śluby,1868,1868,krotoszyński,Parafia ewangelicka
Borzęciczki,Parafia ewangelicka,Zgony,1858,1858,krotoszyński,Parafia ewangelicka
Borzęciczki,Parafia katolicka,Chrzty,1815,1815,krotoszyński,Parafia katolicka
Borzęciczki,Parafia katolicka,Chrzty,1818,1830,krotoszyński,Parafia katolicka
Borzęciczki,Parafia katolicka,Chrzty,1832,1874,krotoszyński,Parafia katolicka
Borzęciczki,Parafia katolicka,Śluby,1815,1815,krotoszyński,Parafia katolicka
Borzęciczki,Parafia katolicka,Śluby,1818,1830,krotoszyński,Parafia katolicka
Borzęciczki,Parafia katolicka,Śluby,1832,1832,krotoszyński,Parafia katolicka
Borzęciczki,Parafia katolicka,Śluby,1834,1874,krotoszyński,Parafia katolicka
Borzęciczki,Parafia katolicka,Zgony,1815,1815,krotoszyński,Parafia katolicka
Borzęciczki,Parafia katolicka,Zgony,1818,1830,krotoszyński,Parafia katolicka
Borzęciczki,Parafia katolicka,Zgony,1832,1874,krotoszyński,Parafia katolicka
Borzęciczki,Parafia katolicka,Inne,1818,1818,krotoszyński,Parafia katolicka
Borzęciczki,Urząd Stanu Cywilnego,Chrzty,1874,1900,krotoszyński,Urząd Stanu Cywilnego
Borzęciczki,Urząd Stanu Cywilnego,Śluby,1874,1900,krotoszyński,Urząd Stanu Cywilnego
Borzęciczki,Urząd Stanu Cywilnego,Zgony,1874,1900,krotoszyński,Urząd Stanu Cywilnego
Borzykowo,Urząd Stanu Cywilnego,Chrzty,1874,1915,wrzesiński,Urząd Stanu Cywilnego
Borzykowo,Urząd Stanu Cywilnego,Śluby,1874,1915,wrzesiński,Urząd Stanu Cywilnego
Borzykowo,Urząd Stanu Cywilnego,Zgony,1874,1915,wrzesiński,Urząd Stanu Cywilnego
Borzykowo,Urząd Stanu Cywilnego,Inne,1878,1878,wrzesiński,Urząd Stanu Cywilnego
Bożnów,Parafia ewangelicka,Chrzty,1747,1757,żagański,Parafia ewangelicka
Bożnów,Parafia ewangelicka,Chrzty,1759,1772,żagański,Parafia ewangelicka
Bożnów,Parafia ewangelicka,Chrzty,1774,1777,żagański,Parafia ewangelicka
Bożnów,Parafia ewangelicka,Chrzty,1857,1858,żagański,Parafia ewangelicka
Bożnów,Parafia ewangelicka,Inne,1751,1751,żagański,Parafia ewangelicka
Bożnów,Parafia ewangelicka,Inne,1754,1756,żagański,Parafia ewangelicka
Bożnów,Parafia katolicka,Chrzty,1749,1749,żagański,Parafia katolicka
Bożnów,Parafia katolicka,Chrzty,1794,1839,żagański,Parafia katolicka
Bożnów,Parafia katolicka,Śluby,1795,1795,żagański,Parafia katolicka
Bożnów,Parafia katolicka,Śluby,1798,1798,żagański,Parafia katolicka
Bożnów,Parafia katolicka,Śluby,1800,1800,żagański,Parafia katolicka
Bożnów,Parafia katolicka,Śluby,1803,1803,żagański,Parafia katolicka
Bożnów,Parafia katolicka,Śluby,1805,1805,żagański,Parafia katolicka
Bożnów,Parafia katolicka,Śluby,1808,1810,żagański,Parafia katolicka
Bożnów,Parafia katolicka,Śluby,1814,1816,żagański,Parafia katolicka
Bożnów,Parafia katolicka,Śluby,1819,1819,żagański,Parafia katolicka
Bożnów,Parafia katolicka,Śluby,1821,1824,żagański,Parafia katolicka
Bożnów,Parafia katolicka,Śluby,1826,1827,żagański,Parafia katolicka
Bożnów,Parafia katolicka,Śluby,1831,1834,żagański,Parafia katolicka
Bożnów,Parafia katolicka,Śluby,1836,1837,żagański,Parafia katolicka
Bożnów,Parafia katolicka,Zgony,1796,1805,żagański,Parafia katolicka
Bożnów,Parafia katolicka,Zgony,1807,1808,żagański,Parafia katolicka
Bożnów,Parafia katolicka,Zgony,1810,1811,żagański,Parafia katolicka
Bożnów,Parafia katolicka,Zgony,1813,1818,żagański,Parafia katolicka
Bożnów,Parafia katolicka,Zgony,1820,1822,żagański,Parafia katolicka
Bożnów,Parafia katolicka,Zgony,1824,1825,żagański,Parafia katolicka
Bożnów,Parafia katolicka,Zgony,1827,1829,żagański,Parafia katolicka
Bożnów,Parafia katolicka,Zgony,1831,1833,żagański,Parafia katolicka
Bożnów,Parafia katolicka,Zgony,1835,1835,żagański,Parafia katolicka
Bożnów,Parafia katolicka,Zgony,1838,1839,żagański,Parafia katolicka
Bralin,Urząd Stanu Cywilnego,Chrzty,1874,1874,kępiński,Urząd Stanu Cywilnego
Bralin,Urząd Stanu Cywilnego,Śluby,1922,1933,kępiński,Urząd Stanu Cywilnego
Bralin,Urząd Stanu Cywilnego,Zgony,1920,1935,kępiński,Urząd Stanu Cywilnego
Bralin,Urząd Stanu Cywilnego,Inne,1907,1907,kępiński,Urząd Stanu Cywilnego
Brdów,Parafia katolicka,Chrzty,1808,1840,kolski,Parafia katolicka
Brdów,Parafia katolicka,Śluby,1808,1840,kolski,Parafia katolicka
Brdów,Parafia katolicka,Zgony,1808,1840,kolski,Parafia katolicka
Brdów,Parafia katolicka,Inne,1808,1808,kolski,Parafia katolicka
Brdów,Parafia katolicka,Inne,1814,1814,kolski,Parafia katolicka
Briesen,Urząd Stanu Cywilnego,Zgony,1887,1887,Oder-Spree,Urząd Stanu Cywilnego
Brieskow,Urząd Stanu Cywilnego,Śluby,1929,1929,Oder-Spree,Urząd Stanu Cywilnego
Brodnia,Parafia katolicka,Chrzty,1808,1812,poddębicki,Parafia katolicka
Brodnia,Parafia katolicka,Śluby,1808,1811,poddębicki,Parafia katolicka
Brodnia,Parafia katolicka,Zgony,1808,1811,poddębicki,Parafia katolicka
Brody,Parafia katolicka,Chrzty,1818,1871,obornicki,Parafia katolicka
Brody,Parafia katolicka,Chrzty,1873,1873,obornicki,Parafia katolicka
Brody,Parafia katolicka,Śluby,1818,1871,obornicki,Parafia katolicka
Brody,Parafia katolicka,Śluby,1873,1874,obornicki,Parafia katolicka
Brody,Parafia katolicka,Zgony,1818,1871,obornicki,Parafia katolicka
Brody,Parafia katolicka,Zgony,1873,1873,obornicki,Parafia katolicka
Brody,Parafia katolicka,Inne,1818,1818,obornicki,Parafia katolicka
Brody,Parafia katolicka,Inne,1820,1820,obornicki,Parafia katolicka
Brody,Parafia katolicka,Inne,1824,1824,obornicki,Parafia katolicka
Brody,Parafia katolicka,Inne,1846,1846,obornicki,Parafia katolicka
Brody,Urząd Stanu Cywilnego,Chrzty,1874,1874,obornicki,Urząd Stanu Cywilnego
Brody,Urząd Stanu Cywilnego,Śluby,1874,1874,obornicki,Urząd Stanu Cywilnego
Brody,Urząd Stanu Cywilnego,Zgony,1874,1874,obornicki,Urząd Stanu Cywilnego
Bronikowo,Parafia ewangelicka,Śluby,1834,1834,kościański,Parafia ewangelicka
Bronikowo,Parafia ewangelicka,Śluby,1848,1848,kościański,Parafia ewangelicka
Bronikowo,Parafia ewangelicka,Śluby,1856,1856,kościański,Parafia ewangelicka
Bronikowo,Parafia ewangelicka,Śluby,1866,1866,kościański,Parafia ewangelicka
Bronikowo,Parafia katolicka,Chrzty,1808,1818,kościański,Parafia katolicka
Bronikowo,Parafia katolicka,Chrzty,1822,1850,kościański,Parafia katolicka
Bronikowo,Parafia katolicka,Chrzty,1852,1872,kościański,Parafia katolicka
Bronikowo,Parafia katolicka,Chrzty,1874,1874,kościański,Parafia katolicka
Bronikowo,Parafia katolicka,Śluby,1808,1818,kościański,Parafia katolicka
Bronikowo,Parafia katolicka,Śluby,1822,1847,kościański,Parafia katolicka
Bronikowo,Parafia katolicka,Śluby,1849,1850,kościański,Parafia katolicka
Bronikowo,Parafia katolicka,Śluby,1852,1855,kościański,Parafia katolicka
Bronikowo,Parafia katolicka,Śluby,1857,1865,kościański,Parafia katolicka
Bronikowo,Parafia katolicka,Śluby,1867,1872,kościański,Parafia katolicka
Bronikowo,Parafia katolicka,Śluby,1874,1874,kościański,Parafia katolicka
Bronikowo,Parafia katolicka,Zgony,1808,1818,kościański,Parafia katolicka
Bronikowo,Parafia katolicka,Zgony,1822,1850,kościański,Parafia katolicka
Bronikowo,Parafia katolicka,Zgony,1852,1872,kościański,Parafia katolicka
Bronikowo,Parafia katolicka,Zgony,1874,1874,kościański,Parafia katolicka
Bronikowo,Parafia katolicka,Inne,1845,1845,kościański,Parafia katolicka
Bronikowo,Urząd Stanu Cywilnego,Chrzty,1877,1885,kościański,Urząd Stanu Cywilnego
Bronikowo,Urząd Stanu Cywilnego,Śluby,1877,1885,kościański,Urząd Stanu Cywilnego
Bronikowo,Urząd Stanu Cywilnego,Zgony,1877,1885,kościański,Urząd Stanu Cywilnego
Bronisław,Urząd Stanu Cywilnego,Chrzty,1874,1884,średzki,Urząd Stanu Cywilnego
Bronisław,Urząd Stanu Cywilnego,Chrzty,1904,1915,średzki,Urząd Stanu Cywilnego
Bronisław,Urząd Stanu Cywilnego,Śluby,1874,1884,średzki,Urząd Stanu Cywilnego
Bronisław,Urząd Stanu Cywilnego,Śluby,1904,1935,średzki,Urząd Stanu Cywilnego
Bronisław,Urząd Stanu Cywilnego,Zgony,1874,1884,średzki,Urząd Stanu Cywilnego
Bronisław,Urząd Stanu Cywilnego,Zgony,1904,1935,średzki,Urząd Stanu Cywilnego
Broniszewice,Parafia katolicka,Chrzty,1818,1818,pleszewski,Parafia katolicka
Broniszewice,Parafia katolicka,Chrzty,1820,1855,pleszewski,Parafia katolicka
Broniszewice,Parafia katolicka,Śluby,1818,1818,pleszewski,Parafia katolicka
Broniszewice,Parafia katolicka,Śluby,1820,1855,pleszewski,Parafia katolicka
Broniszewice,Parafia katolicka,Zgony,1818,1818,pleszewski,Parafia katolicka
Broniszewice,Parafia katolicka,Zgony,1820,1855,pleszewski,Parafia katolicka
Brójce,Parafia katolicka,Chrzty,1793,1793,międzyrzecki,Parafia katolicka
Brójce,Parafia katolicka,Chrzty,1847,1847,międzyrzecki,Parafia katolicka
Brójce,Parafia katolicka,Zgony,1847,1847,międzyrzecki,Parafia katolicka
Brójce,Urząd Stanu Cywilnego,Chrzty,1874,1906,międzyrzecki,Urząd Stanu Cywilnego
Brójce,Urząd Stanu Cywilnego,Śluby,1874,1907,międzyrzecki,Urząd Stanu Cywilnego
Brójce,Urząd Stanu Cywilnego,Zgony,1874,1906,międzyrzecki,Urząd Stanu Cywilnego
Brójce,Urząd Stanu Cywilnego,Zgony,1908,1910,międzyrzecki,Urząd Stanu Cywilnego
Brójce,Urząd Stanu Cywilnego,Inne,1879,1879,międzyrzecki,Urząd Stanu Cywilnego
Brójce,Urząd Stanu Cywilnego,Inne,1884,1884,międzyrzecki,Urząd Stanu Cywilnego
Brójce,Urząd Stanu Cywilnego,Inne,1907,1907,międzyrzecki,Urząd Stanu Cywilnego
Brudnia,Parafia katolicka,Chrzty,1818,1849,inowrocławski,Parafia katolicka
Brudnia,Parafia katolicka,Śluby,1818,1849,inowrocławski,Parafia katolicka
Brudnia,Parafia katolicka,Zgony,1818,1849,inowrocławski,Parafia katolicka
Brudzew,Parafia ewangelicka,Chrzty,1889,1889,kaliski,Parafia ewangelicka
Brudzew,Parafia ewangelicka,Chrzty,1893,1893,kaliski,Parafia ewangelicka
Brudzew,Parafia ewangelicka,Śluby,1827,1827,kaliski,Parafia ewangelicka
Brudzew,Parafia ewangelicka,Śluby,1833,1834,kaliski,Parafia ewangelicka
Brudzew,Parafia ewangelicka,Śluby,1889,1889,kaliski,Parafia ewangelicka
Brudzew,Parafia ewangelicka,Śluby,1898,1898,kaliski,Parafia ewangelicka
Brudzew,Parafia ewangelicka,Śluby,1902,1902,kaliski,Parafia ewangelicka
Brudzew,Parafia ewangelicka,Śluby,1904,1904,kaliski,Parafia ewangelicka
Brudzew,Parafia ewangelicka,Śluby,1906,1906,kaliski,Parafia ewangelicka
Brudzew,Parafia ewangelicka,Śluby,1909,1909,kaliski,Parafia ewangelicka
Brudzew,Parafia ewangelicka,Zgony,1893,1895,kaliski,Parafia ewangelicka
Brudzew,Parafia ewangelicka,Zgony,1900,1902,kaliski,Parafia ewangelicka
Brudzew,Parafia ewangelicka,Zgony,1904,1904,kaliski,Parafia ewangelicka
Brudzew,Parafia ewangelicka,Zgony,1908,1909,kaliski,Parafia ewangelicka
Brudzew,Parafia ewangelicka,Zgony,1911,1911,kaliski,Parafia ewangelicka
Brudzew,Parafia katolicka,Chrzty,1808,1824,kaliski,Parafia katolicka
Brudzew,Parafia katolicka,Chrzty,1826,1922,kaliski,Parafia katolicka
Brudzew,Parafia katolicka,Śluby,1808,1824,kaliski,Parafia katolicka
Brudzew,Parafia katolicka,Śluby,1826,1826,kaliski,Parafia katolicka
Brudzew,Parafia katolicka,Śluby,1828,1829,kaliski,Parafia katolicka
Brudzew,Parafia katolicka,Śluby,1831,1833,kaliski,Parafia katolicka
Brudzew,Parafia katolicka,Śluby,1835,1908,kaliski,Parafia katolicka
Brudzew,Parafia katolicka,Śluby,1910,1922,kaliski,Parafia katolicka
Brudzew,Parafia katolicka,Zgony,1808,1824,kaliski,Parafia katolicka
Brudzew,Parafia katolicka,Zgony,1826,1908,kaliski,Parafia katolicka
Brudzew,Parafia katolicka,Zgony,1910,1922,kaliski,Parafia katolicka
Brudzew,Parafia katolicka,Inne,1889,1889,kaliski,Parafia katolicka
Brudzew,Parafia katolicka,Inne,1892,1906,kaliski,Parafia katolicka
Brudzew,Parafia katolicka,Inne,1908,1909,kaliski,Parafia katolicka
Brudzew,Parafia katolicka,Inne,1911,1912,kaliski,Parafia katolicka
Brudzew,Parafia katolicka,Chrzty,1791,1915,turecki,Parafia katolicka
Brudzew,Parafia katolicka,Śluby,1791,1915,turecki,Parafia katolicka
Brudzew,Parafia katolicka,Zgony,1791,1915,turecki,Parafia katolicka
Brudzew,Parafia katolicka,Inne,1829,1830,turecki,Parafia katolicka
Brudzew,Parafia katolicka,Inne,1839,1840,turecki,Parafia katolicka
Brudzew,Parafia katolicka,Inne,1849,1849,turecki,Parafia katolicka
Brudzew,Parafia katolicka,Inne,1860,1860,turecki,Parafia katolicka
Brudzew,Parafia katolicka,Inne,1864,1864,turecki,Parafia katolicka
Brudzew,Parafia katolicka,Inne,1866,1877,turecki,Parafia katolicka
Brudzew,Parafia katolicka,Inne,1889,1889,turecki,Parafia katolicka
Brudzew,Parafia katolicka,Inne,1891,1891,turecki,Parafia katolicka
Brudzew,Parafia katolicka,Inne,1893,1895,turecki,Parafia katolicka
Brudzew,Parafia katolicka,Inne,1904,1904,turecki,Parafia katolicka
Brudzew,Parafia katolicka,Inne,1907,1907,turecki,Parafia katolicka
Brusy,Urząd Stanu Cywilnego,Chrzty,1874,1877,chojnicki,Urząd Stanu Cywilnego
Brusy,Urząd Stanu Cywilnego,Śluby,1875,1877,chojnicki,Urząd Stanu Cywilnego
Brusy,Urząd Stanu Cywilnego,Zgony,1874,1877,chojnicki,Urząd Stanu Cywilnego
Brzezie,Parafia ewangelicka,Śluby,1833,1833,pleszewski,Parafia ewangelicka
Brzezie,Parafia katolicka,Chrzty,1821,1825,pleszewski,Parafia katolicka
Brzezie,Parafia katolicka,Chrzty,1827,1874,pleszewski,Parafia katolicka
Brzezie,Parafia katolicka,Śluby,1821,1825,pleszewski,Parafia katolicka
Brzezie,Parafia katolicka,Śluby,1827,1832,pleszewski,Parafia katolicka
Brzezie,Parafia katolicka,Śluby,1834,1846,pleszewski,Parafia katolicka
Brzezie,Parafia katolicka,Śluby,1848,1874,pleszewski,Parafia katolicka
Brzezie,Parafia katolicka,Zgony,1821,1825,pleszewski,Parafia katolicka
Brzezie,Parafia katolicka,Zgony,1827,1874,pleszewski,Parafia katolicka
Brzezinko,Urząd Stanu Cywilnego,Inne,1928,1928,wągrowiecki,Urząd Stanu Cywilnego
Brzostków,Parafia katolicka,Chrzty,1818,1828,jarociński,Parafia katolicka
Brzostków,Parafia katolicka,Śluby,1818,1828,jarociński,Parafia katolicka
Brzostków,Parafia katolicka,Zgony,1818,1828,jarociński,Parafia katolicka
Brzostków,Parafia katolicka,Inne,1820,1822,jarociński,Parafia katolicka
Brzyków,Parafia katolicka,Chrzty,1892,1892,łaski,Parafia katolicka
Brzyków,Parafia katolicka,Śluby,1892,1892,łaski,Parafia katolicka
Brzyków,Parafia katolicka,Zgony,1892,1892,łaski,Parafia katolicka
Brzyków,Urząd Stanu Cywilnego,Chrzty,1892,1892,łaski,Urząd Stanu Cywilnego
Bucz,Parafia ewangelicka,Zgony,1827,1827,kościański,Parafia ewangelicka
Bucz,Parafia katolicka,Chrzty,1808,1808,kościański,Parafia katolicka
Bucz,Parafia katolicka,Chrzty,1810,1815,kościański,Parafia katolicka
Bucz,Parafia katolicka,Chrzty,1818,1856,kościański,Parafia katolicka
Bucz,Parafia katolicka,Chrzty,1860,1874,kościański,Parafia katolicka
Bucz,Parafia katolicka,Śluby,1808,1808,kościański,Parafia katolicka
Bucz,Parafia katolicka,Śluby,1812,1816,kościański,Parafia katolicka
Bucz,Parafia katolicka,Śluby,1818,1856,kościański,Parafia katolicka
Bucz,Parafia katolicka,Śluby,1860,1860,kościański,Parafia katolicka
Bucz,Parafia katolicka,Śluby,1862,1874,kościański,Parafia katolicka
Bucz,Parafia katolicka,Zgony,1808,1816,kościański,Parafia katolicka
Bucz,Parafia katolicka,Zgony,1818,1856,kościański,Parafia katolicka
Bucz,Parafia katolicka,Zgony,1860,1874,kościański,Parafia katolicka
Bucz,Urząd Stanu Cywilnego,Inne,1852,1852,kościański,Urząd Stanu Cywilnego
Budzisław Kościelny,Parafia katolicka,Chrzty,1826,1856,koniński,Parafia katolicka
Budzisław Kościelny,Parafia katolicka,Zgony,1810,1810,koniński,Parafia katolicka
Budzyń,Parafia ewangelicka,Chrzty,1836,1866,chodzieski,Parafia ewangelicka
Budzyń,Parafia ewangelicka,Zgony,1835,1836,chodzieski,Parafia ewangelicka
Budzyń,Parafia ewangelicka,Zgony,1838,1869,chodzieski,Parafia ewangelicka
Budzyń,Parafia ewangelicka,Inne,1865,1865,chodzieski,Parafia ewangelicka
Budzyń,Parafia katolicka,Chrzty,1809,1811,chodzieski,Parafia katolicka
Budzyń,Parafia katolicka,Śluby,1809,1811,chodzieski,Parafia katolicka
Budzyń,Parafia katolicka,Zgony,1809,1811,chodzieski,Parafia katolicka
Buk,Parafia ewangelicka,Chrzty,1839,1865,poznański,Parafia ewangelicka
Buk,Parafia ewangelicka,Śluby,1839,1865,poznański,Parafia ewangelicka
