Miejscowość,Parafia,Rodzaj Księgi,Rok od,Rok do,powiat,source_type
Dobrzyca,Parafia katolicka,Zgony,1819,1822,pleszewski,Parafia katolicka
Dobrzyca,Parafia katolicka,Zgony,1824,1874,pleszewski,Parafia katolicka
Dobrzyca,Parafia katolicka,Inne,1867,1869,pleszewski,Parafia katolicka
Dobrzyca,Parafia katolicka,Inne,1874,1874,pleszewski,Parafia katolicka
Dobrzyca,Urząd Stanu Cywilnego,Chrzty,1874,1913,pleszewski,Urząd Stanu Cywilnego
Dobrzyca,Urząd Stanu Cywilnego,Śluby,1874,1913,pleszewski,Urząd Stanu Cywilnego
Dobrzyca,Urząd Stanu Cywilnego,Zgony,1874,1916,pleszewski,Urząd Stanu Cywilnego
Dobrzyca,Urząd Stanu Cywilnego,Inne,1905,1905,pleszewski,Urząd Stanu Cywilnego
Dobrzyca,Urząd Stanu Cywilnego,Inne,1931,1931,pleszewski,Urząd Stanu Cywilnego
Dolsk,Parafia katolicka,Chrzty,1710,1751,śremski,Parafia katolicka
Dolsk,Parafia katolicka,Chrzty,1753,1756,śremski,Parafia katolicka
Dolsk,Parafia katolicka,Chrzty,1823,1869,śremski,Parafia katolicka
Dolsk,Parafia katolicka,Chrzty,1875,1895,śremski,Parafia katolicka
Dolsk,Urząd Stanu Cywilnego,Chrzty,1874,1884,śremski,Urząd Stanu Cywilnego
Dolsk,Urząd Stanu Cywilnego,Chrzty,1906,1917,śremski,Urząd Stanu Cywilnego
Dolsk,Urząd Stanu Cywilnego,Śluby,1874,1884,śremski,Urząd Stanu Cywilnego
Dolsk,Urząd Stanu Cywilnego,Śluby,1906,1935,śremski,Urząd Stanu Cywilnego
Dolsk,Urząd Stanu Cywilnego,Zgony,1874,1884,śremski,Urząd Stanu Cywilnego
Dolsk,Urząd Stanu Cywilnego,Zgony,1906,1935,śremski,Urząd Stanu Cywilnego
Dolsk,Urząd Stanu Cywilnego,Inne,1874,1892,śremski,Urząd Stanu Cywilnego
Dolsk,Urząd Stanu Cywilnego,Inne,1905,1905,śremski,Urząd Stanu Cywilnego
Dołuje,Urząd Stanu Cywilnego,Zgony,1874,1874,policki,Urząd Stanu Cywilnego
Domachowo,Parafia ewangelicka,Śluby,1834,1834,gostyński,Parafia ewangelicka
Domachowo,Parafia ewangelicka,Śluby,1874,1874,gostyński,Parafia ewangelicka
Domachowo,Parafia ewangelicka,Zgony,1866,1866,gostyński,Parafia ewangelicka
Domachowo,Parafia katolicka,Chrzty,1818,1829,gostyński,Parafia katolicka
Domachowo,Parafia katolicka,Chrzty,1834,1834,gostyński,Parafia katolicka
Domachowo,Parafia katolicka,Chrzty,1853,1874,gostyński,Parafia katolicka
Domachowo,Parafia katolicka,Śluby,1818,1829,gostyński,Parafia katolicka
Domachowo,Parafia katolicka,Śluby,1853,1873,gostyński,Parafia katolicka
Domachowo,Parafia katolicka,Zgony,1818,1829,gostyński,Parafia katolicka
Domachowo,Parafia katolicka,Zgony,1834,1834,gostyński,Parafia katolicka
Domachowo,Parafia katolicka,Zgony,1853,1874,gostyński,Parafia katolicka
Domachowo,Parafia katolicka,Inne,1861,1861,gostyński,Parafia katolicka
Domachowo,Parafia katolicka,Inne,1863,1863,gostyński,Parafia katolicka
Domachowo,Parafia katolicka,Inne,1868,1868,gostyński,Parafia katolicka
Domachowo,Parafia katolicka,Inne,1870,1870,gostyński,Parafia katolicka
Domachowo,Parafia katolicka,Inne,1874,1874,gostyński,Parafia katolicka
Domachowo,Urząd Stanu Cywilnego,Chrzty,1874,1874,gostyński,Urząd Stanu Cywilnego
Domachowo,Urząd Stanu Cywilnego,Inne,1861,1861,gostyński,Urząd Stanu Cywilnego
Domasłów,Urząd Stanu Cywilnego,Chrzty,1874,1874,kępiński,Urząd Stanu Cywilnego
Domasłów,Urząd Stanu Cywilnego,Śluby,1874,1874,kępiński,Urząd Stanu Cywilnego
Domasłów,Urząd Stanu Cywilnego,Śluby,1877,1892,kępiński,Urząd Stanu Cywilnego
Domasłów,Urząd Stanu Cywilnego,Śluby,1921,1935,kępiński,Urząd Stanu Cywilnego
Domasłów,Urząd Stanu Cywilnego,Zgony,1874,1874,kępiński,Urząd Stanu Cywilnego
Domasłów,Urząd Stanu Cywilnego,Zgony,1921,1935,kępiński,Urząd Stanu Cywilnego
Donaborów,Parafia katolicka,Chrzty,1818,1855,kępiński,Parafia katolicka
Donaborów,Parafia katolicka,Śluby,1818,1820,kępiński,Parafia katolicka
Donaborów,Parafia katolicka,Śluby,1822,1855,kępiński,Parafia katolicka
Donaborów,Parafia katolicka,Zgony,1818,1855,kępiński,Parafia katolicka
Doruchów,Parafia katolicka,Chrzty,1818,1828,ostrzeszowski,Parafia katolicka
Doruchów,Parafia katolicka,Chrzty,1843,1855,ostrzeszowski,Parafia katolicka
Doruchów,Parafia katolicka,Śluby,1818,1827,ostrzeszowski,Parafia katolicka
Doruchów,Parafia katolicka,Zgony,1818,1827,ostrzeszowski,Parafia katolicka
Doruchów,Parafia katolicka,Zgony,1855,1855,ostrzeszowski,Parafia katolicka
Doruchów,Parafia katolicka,Inne,1847,1847,ostrzeszowski,Parafia katolicka
Doruchów,Parafia katolicka,Inne,1851,1851,ostrzeszowski,Parafia katolicka
Droszew,Parafia katolicka,Chrzty,1818,1874,ostrowski,Parafia katolicka
Droszew,Parafia katolicka,Śluby,1817,1874,ostrowski,Parafia katolicka
Droszew,Parafia katolicka,Zgony,1818,1866,ostrowski,Parafia katolicka
Droszew,Parafia katolicka,Zgony,1868,1874,ostrowski,Parafia katolicka
Droszew,Parafia katolicka,Inne,1818,1818,ostrowski,Parafia katolicka
Drożki,Parafia ewangelicka,Chrzty,1765,1791,kępiński,Parafia ewangelicka
Drożki,Parafia ewangelicka,Chrzty,1806,1866,kępiński,Parafia ewangelicka
Drożki,Parafia ewangelicka,Śluby,1810,1834,kępiński,Parafia ewangelicka
Drożki,Parafia ewangelicka,Zgony,1765,1865,kępiński,Parafia ewangelicka
Drożki,Parafia katolicka,Śluby,1810,1866,kępiński,Parafia katolicka
Drożki,Urząd Stanu Cywilnego,Chrzty,1874,1892,kępiński,Urząd Stanu Cywilnego
Drożki,Urząd Stanu Cywilnego,Chrzty,1900,1915,kępiński,Urząd Stanu Cywilnego
Drożki,Urząd Stanu Cywilnego,Śluby,1874,1892,kępiński,Urząd Stanu Cywilnego
Drożki,Urząd Stanu Cywilnego,Śluby,1900,1921,kępiński,Urząd Stanu Cywilnego
Drożki,Urząd Stanu Cywilnego,Śluby,1923,1938,kępiński,Urząd Stanu Cywilnego
Drożki,Urząd Stanu Cywilnego,Śluby,1940,1940,kępiński,Urząd Stanu Cywilnego
Drożki,Urząd Stanu Cywilnego,Zgony,1874,1892,kępiński,Urząd Stanu Cywilnego
Drożki,Urząd Stanu Cywilnego,Zgony,1900,1920,kępiński,Urząd Stanu Cywilnego
Drożki,Urząd Stanu Cywilnego,Zgony,1940,1940,kępiński,Urząd Stanu Cywilnego
Drzeczkowo,Parafia katolicka,Chrzty,1818,1830,leszczyński,Parafia katolicka
Drzeczkowo,Parafia katolicka,Chrzty,1834,1834,leszczyński,Parafia katolicka
Drzeczkowo,Parafia katolicka,Chrzty,1836,1837,leszczyński,Parafia katolicka
Drzeczkowo,Parafia katolicka,Śluby,1818,1823,leszczyński,Parafia katolicka
Drzeczkowo,Parafia katolicka,Śluby,1825,1829,leszczyński,Parafia katolicka
Drzeczkowo,Parafia katolicka,Śluby,1834,1834,leszczyński,Parafia katolicka
Drzeczkowo,Parafia katolicka,Śluby,1836,1837,leszczyński,Parafia katolicka
Drzeczkowo,Parafia katolicka,Zgony,1818,1831,leszczyński,Parafia katolicka
Drzeczkowo,Parafia katolicka,Zgony,1834,1834,leszczyński,Parafia katolicka
Drzeczkowo,Parafia katolicka,Zgony,1836,1837,leszczyński,Parafia katolicka
Drzeczkowo,Parafia katolicka,Inne,1822,1826,leszczyński,Parafia katolicka
Drzewce Stare,Urząd Stanu Cywilnego,Chrzty,1877,1879,wschowski,Urząd Stanu Cywilnego
Drzewce Stare,Urząd Stanu Cywilnego,Chrzty,1882,1884,wschowski,Urząd Stanu Cywilnego
Drzewce Stare,Urząd Stanu Cywilnego,Chrzty,1886,1887,wschowski,Urząd Stanu Cywilnego
Drzewce Stare,Urząd Stanu Cywilnego,Chrzty,1889,1896,wschowski,Urząd Stanu Cywilnego
Drzewce Stare,Urząd Stanu Cywilnego,Chrzty,1898,1905,wschowski,Urząd Stanu Cywilnego
Drzewce Stare,Urząd Stanu Cywilnego,Chrzty,1907,1910,wschowski,Urząd Stanu Cywilnego
Drzewce Stare,Urząd Stanu Cywilnego,Chrzty,1912,1916,wschowski,Urząd Stanu Cywilnego
Drzewce Stare,Urząd Stanu Cywilnego,Śluby,1877,1877,wschowski,Urząd Stanu Cywilnego
Drzewce Stare,Urząd Stanu Cywilnego,Śluby,1879,1887,wschowski,Urząd Stanu Cywilnego
Drzewce Stare,Urząd Stanu Cywilnego,Śluby,1889,1895,wschowski,Urząd Stanu Cywilnego
Drzewce Stare,Urząd Stanu Cywilnego,Śluby,1897,1898,wschowski,Urząd Stanu Cywilnego
Drzewce Stare,Urząd Stanu Cywilnego,Śluby,1900,1904,wschowski,Urząd Stanu Cywilnego
Drzewce Stare,Urząd Stanu Cywilnego,Śluby,1907,1912,wschowski,Urząd Stanu Cywilnego
Drzewce Stare,Urząd Stanu Cywilnego,Śluby,1918,1918,wschowski,Urząd Stanu Cywilnego
Drzewce Stare,Urząd Stanu Cywilnego,Śluby,1920,1920,wschowski,Urząd Stanu Cywilnego
Drzewce Stare,Urząd Stanu Cywilnego,Zgony,1877,1878,wschowski,Urząd Stanu Cywilnego
Drzewce Stare,Urząd Stanu Cywilnego,Zgony,1880,1884,wschowski,Urząd Stanu Cywilnego
Drzewce Stare,Urząd Stanu Cywilnego,Zgony,1886,1893,wschowski,Urząd Stanu Cywilnego
Drzewce Stare,Urząd Stanu Cywilnego,Zgony,1895,1903,wschowski,Urząd Stanu Cywilnego
Drzewce Stare,Urząd Stanu Cywilnego,Zgony,1906,1908,wschowski,Urząd Stanu Cywilnego
Drzewce Stare,Urząd Stanu Cywilnego,Zgony,1910,1910,wschowski,Urząd Stanu Cywilnego
Drzewce Stare,Urząd Stanu Cywilnego,Zgony,1914,1914,wschowski,Urząd Stanu Cywilnego
Drzewce Stare,Urząd Stanu Cywilnego,Zgony,1918,1918,wschowski,Urząd Stanu Cywilnego
Drzewce Stare,Urząd Stanu Cywilnego,Inne,1903,1903,wschowski,Urząd Stanu Cywilnego
Dubin,Parafia katolicka,Chrzty,1828,1828,rawicki,Parafia katolicka
Dubin,Parafia katolicka,Chrzty,1835,1874,rawicki,Parafia katolicka
Dubin,Parafia katolicka,Śluby,1828,1828,rawicki,Parafia katolicka
Dubin,Parafia katolicka,Śluby,1835,1874,rawicki,Parafia katolicka
Dubin,Parafia katolicka,Zgony,1828,1828,rawicki,Parafia katolicka
Dubin,Parafia katolicka,Zgony,1835,1874,rawicki,Parafia katolicka
Dubin,Urząd Stanu Cywilnego,Chrzty,1874,1875,rawicki,Urząd Stanu Cywilnego
Dubin,Urząd Stanu Cywilnego,Chrzty,1890,1914,rawicki,Urząd Stanu Cywilnego
Dubin,Urząd Stanu Cywilnego,Śluby,1874,1875,rawicki,Urząd Stanu Cywilnego
Dubin,Urząd Stanu Cywilnego,Śluby,1907,1912,rawicki,Urząd Stanu Cywilnego
Dubin,Urząd Stanu Cywilnego,Zgony,1874,1874,rawicki,Urząd Stanu Cywilnego
Dubin,Urząd Stanu Cywilnego,Zgony,1906,1914,rawicki,Urząd Stanu Cywilnego
Duszniki,Parafia ewangelicka,Chrzty,1858,1874,szamotulski,Parafia ewangelicka
Duszniki,Parafia ewangelicka,Śluby,1858,1874,szamotulski,Parafia ewangelicka
Duszniki,Parafia ewangelicka,Zgony,1858,1871,szamotulski,Parafia ewangelicka
Duszniki,Parafia ewangelicka,Zgony,1873,1874,szamotulski,Parafia ewangelicka
Duszniki,Parafia ewangelicka,Inne,1859,1880,szamotulski,Parafia ewangelicka
Duszniki,Parafia katolicka,Chrzty,1624,1702,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Chrzty,1704,1705,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Chrzty,1707,1707,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Chrzty,1709,1709,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Chrzty,1711,1782,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Chrzty,1791,1816,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Chrzty,1818,1819,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Chrzty,1821,1822,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Chrzty,1825,1825,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Chrzty,1828,1832,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Chrzty,1836,1837,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Chrzty,1839,1844,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Chrzty,1847,1852,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Chrzty,1860,1860,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Śluby,1730,1782,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Śluby,1791,1799,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Śluby,1809,1816,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Śluby,1818,1819,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Śluby,1821,1822,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Śluby,1825,1825,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Śluby,1828,1832,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Śluby,1836,1837,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Śluby,1839,1844,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Śluby,1847,1852,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Śluby,1860,1860,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Zgony,1666,1666,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Zgony,1710,1710,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Zgony,1725,1777,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Zgony,1781,1782,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Zgony,1791,1819,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Zgony,1821,1822,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Zgony,1825,1825,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Zgony,1828,1832,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Zgony,1836,1837,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Zgony,1839,1844,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Zgony,1847,1852,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Zgony,1860,1860,szamotulski,Parafia katolicka
Duszniki,Parafia katolicka,Inne,1860,1860,szamotulski,Parafia katolicka
Duszniki,Urząd Stanu Cywilnego,Chrzty,1874,1884,szamotulski,Urząd Stanu Cywilnego
Duszniki,Urząd Stanu Cywilnego,Chrzty,1904,1917,szamotulski,Urząd Stanu Cywilnego
Duszniki,Urząd Stanu Cywilnego,Śluby,1874,1884,szamotulski,Urząd Stanu Cywilnego
Duszniki,Urząd Stanu Cywilnego,Śluby,1904,1935,szamotulski,Urząd Stanu Cywilnego
Duszniki,Urząd Stanu Cywilnego,Zgony,1874,1884,szamotulski,Urząd Stanu Cywilnego
Duszniki,Urząd Stanu Cywilnego,Zgony,1904,1935,szamotulski,Urząd Stanu Cywilnego
Dziadkowo,Urząd Stanu Cywilnego,Śluby,1899,1899,milicki,Urząd Stanu Cywilnego
Dziećmarów,Urząd Stanu Cywilnego,Śluby,1877,1878,głubczycki,Urząd Stanu Cywilnego
Dziekanowice,Parafia katolicka,Chrzty,1818,1827,gnieźnieński,Parafia katolicka
Dziekanowice,Parafia katolicka,Chrzty,1833,1871,gnieźnieński,Parafia katolicka
Dziekanowice,Parafia katolicka,Chrzty,1873,1874,gnieźnieński,Parafia katolicka
Dziekanowice,Parafia katolicka,Śluby,1818,1826,gnieźnieński,Parafia katolicka
Dziekanowice,Parafia katolicka,Śluby,1833,1871,gnieźnieński,Parafia katolicka
Dziekanowice,Parafia katolicka,Śluby,1873,1874,gnieźnieński,Parafia katolicka
Dziembowo,Urząd Stanu Cywilnego,Chrzty,1875,1884,pilski,Urząd Stanu Cywilnego
Dzierzbin,Parafia katolicka,Chrzty,1810,1810,kaliski,Parafia katolicka
Dzierzbin,Parafia katolicka,Chrzty,1813,1820,kaliski,Parafia katolicka
Dzierzbin,Parafia katolicka,Śluby,1810,1810,kaliski,Parafia katolicka
Dzierzbin,Parafia katolicka,Śluby,1813,1820,kaliski,Parafia katolicka
Dzierzbin,Parafia katolicka,Zgony,1810,1810,kaliski,Parafia katolicka
Dzierzbin,Parafia katolicka,Zgony,1813,1820,kaliski,Parafia katolicka
Dzierzbin,Urząd Stanu Cywilnego,Inne,1810,1810,kaliski,Urząd Stanu Cywilnego
Dzierzbin,Urząd Stanu Cywilnego,Inne,1813,1816,kaliski,Urząd Stanu Cywilnego
Dzierżążno Wielkie,Urząd Stanu Cywilnego,Chrzty,1874,1874,czarnkowsko-trzcianecki,Urząd Stanu Cywilnego
Dzierżążno Wielkie,Urząd Stanu Cywilnego,Śluby,1874,1874,czarnkowsko-trzcianecki,Urząd Stanu Cywilnego
Dzierżążno Wielkie,Urząd Stanu Cywilnego,Zgony,1874,1874,czarnkowsko-trzcianecki,Urząd Stanu Cywilnego
Frankfurt nad Odrą,Parafia ewangelicka,Chrzty,1856,1856,,Parafia ewangelicka
Frankfurt nad Odrą,Parafia ewangelicka,Śluby,1856,1856,,Parafia ewangelicka
Frankfurt nad Odrą,Parafia ewangelicka,Zgony,1856,1856,,Parafia ewangelicka
Frankfurt nad Odrą,Urząd Stanu Cywilnego,Zgony,1888,1888,,Urząd Stanu Cywilnego
Franklinów,Urząd Stanu Cywilnego,Chrzty,1874,1891,ostrowski,Urząd Stanu Cywilnego
Franklinów,Urząd Stanu Cywilnego,Chrzty,1893,1893,ostrowski,Urząd Stanu Cywilnego
Franklinów,Urząd Stanu Cywilnego,Chrzty,1915,1919,ostrowski,Urząd Stanu Cywilnego
Franklinów,Urząd Stanu Cywilnego,Śluby,1874,1894,ostrowski,Urząd Stanu Cywilnego
Franklinów,Urząd Stanu Cywilnego,Śluby,1928,1930,ostrowski,Urząd Stanu Cywilnego
Franklinów,Urząd Stanu Cywilnego,Zgony,1874,1891,ostrowski,Urząd Stanu Cywilnego
Franklinów,Urząd Stanu Cywilnego,Zgony,1907,1910,ostrowski,Urząd Stanu Cywilnego
Franklinów,Urząd Stanu Cywilnego,Inne,1874,1874,ostrowski,Urząd Stanu Cywilnego
Franklinów,Urząd Stanu Cywilnego,Inne,1878,1878,ostrowski,Urząd Stanu Cywilnego
Garzyn,Urząd Stanu Cywilnego,Chrzty,1874,1916,leszczyński,Urząd Stanu Cywilnego
Garzyn,Urząd Stanu Cywilnego,Śluby,1874,1920,leszczyński,Urząd Stanu Cywilnego
Garzyn,Urząd Stanu Cywilnego,Zgony,1874,1920,leszczyński,Urząd Stanu Cywilnego
Giecz,Parafia katolicka,Chrzty,1818,1874,średzki,Parafia katolicka
Giecz,Parafia katolicka,Śluby,1818,1874,średzki,Parafia katolicka
Giecz,Parafia katolicka,Zgony,1818,1874,średzki,Parafia katolicka
Giewartów,Parafia katolicka,Chrzty,1808,1810,słupecki,Parafia katolicka
Giżyce,Parafia ewangelicka,Śluby,1866,1866,ostrzeszowski,Parafia ewangelicka
Giżyce,Parafia ewangelicka,Zgony,1866,1866,ostrzeszowski,Parafia ewangelicka
Giżyce,Parafia ewangelicka,Zgony,1871,1871,ostrzeszowski,Parafia ewangelicka
Giżyce,Parafia katolicka,Chrzty,1815,1873,ostrzeszowski,Parafia katolicka
Giżyce,Parafia katolicka,Śluby,1815,1873,ostrzeszowski,Parafia katolicka
Giżyce,Parafia katolicka,Zgony,1815,1873,ostrzeszowski,Parafia katolicka
Giżyce,Urząd Stanu Cywilnego,Chrzty,1874,1877,ostrzeszowski,Urząd Stanu Cywilnego
Giżyce,Urząd Stanu Cywilnego,Chrzty,1881,1888,ostrzeszowski,Urząd Stanu Cywilnego
Giżyce,Urząd Stanu Cywilnego,Śluby,1874,1877,ostrzeszowski,Urząd Stanu Cywilnego
Giżyce,Urząd Stanu Cywilnego,Śluby,1881,1888,ostrzeszowski,Urząd Stanu Cywilnego
Giżyce,Urząd Stanu Cywilnego,Zgony,1874,1877,ostrzeszowski,Urząd Stanu Cywilnego
Giżyce,Urząd Stanu Cywilnego,Zgony,1881,1888,ostrzeszowski,Urząd Stanu Cywilnego
Głodowa,Parafia ewangelicka,Śluby,1853,1853,koszaliński,Parafia ewangelicka
Głogów,Parafia ewangelicka,Chrzty,1824,1831,głogowski,Parafia ewangelicka
Głuchołazy,Parafia katolicka,Śluby,1838,1843,nyski,Parafia katolicka
Głuchołazy,Parafia katolicka,Śluby,1845,1848,nyski,Parafia katolicka
Głuchołazy,Parafia katolicka,Zgony,1838,1847,nyski,Parafia katolicka
Głuchowo,Parafia katolicka,Chrzty,1681,1688,kościański,Parafia katolicka
Głuchowo,Parafia katolicka,Chrzty,1690,1690,kościański,Parafia katolicka
Głuchowo,Parafia katolicka,Chrzty,1695,1695,kościański,Parafia katolicka
Głuchowo,Parafia katolicka,Chrzty,1698,1699,kościański,Parafia katolicka
Głuchowo,Parafia katolicka,Chrzty,1701,1702,kościański,Parafia katolicka
Głuchowo,Parafia katolicka,Chrzty,1704,1711,kościański,Parafia katolicka
Głuchowo,Parafia katolicka,Chrzty,1713,1715,kościański,Parafia katolicka
Głuchowo,Parafia katolicka,Chrzty,1717,1868,kościański,Parafia katolicka
Głuchowo,Parafia katolicka,Chrzty,1875,1875,kościański,Parafia katolicka
Głuchowo,Urząd Stanu Cywilnego,Chrzty,1877,1884,kościański,Urząd Stanu Cywilnego
Głuchowo,Urząd Stanu Cywilnego,Chrzty,1906,1917,kościański,Urząd Stanu Cywilnego
Głuchowo,Urząd Stanu Cywilnego,Śluby,1877,1884,kościański,Urząd Stanu Cywilnego
Głuchowo,Urząd Stanu Cywilnego,Śluby,1906,1935,kościański,Urząd Stanu Cywilnego
Głuchowo,Urząd Stanu Cywilnego,Zgony,1877,1884,kościański,Urząd Stanu Cywilnego
Głuchowo,Urząd Stanu Cywilnego,Zgony,1906,1935,kościański,Urząd Stanu Cywilnego
Głuchów,Parafia katolicka,Chrzty,1809,1810,turecki,Parafia katolicka
Głuchów,Parafia katolicka,Chrzty,1864,1867,turecki,Parafia katolicka
Głuchów,Parafia katolicka,Śluby,1864,1867,turecki,Parafia katolicka
Głuchów,Parafia katolicka,Zgony,1808,1809,turecki,Parafia katolicka
Głuchów,Parafia katolicka,Zgony,1864,1867,turecki,Parafia katolicka
Głuchów,Parafia katolicka,Inne,1809,1809,turecki,Parafia katolicka
Głuszyna,Parafia ewangelicka,Chrzty,1861,1861,poznański,Parafia ewangelicka
Głuszyna,Parafia ewangelicka,Zgony,1846,1846,poznański,Parafia ewangelicka
Głuszyna,Parafia katolicka,Chrzty,1743,1860,poznański,Parafia katolicka
Głuszyna,Parafia katolicka,Chrzty,1862,1874,poznański,Parafia katolicka
Głuszyna,Parafia katolicka,Śluby,1744,1874,poznański,Parafia katolicka
Głuszyna,Parafia katolicka,Zgony,1743,1845,poznański,Parafia katolicka
Głuszyna,Parafia katolicka,Zgony,1847,1874,poznański,Parafia katolicka
Głuszyna,Urząd Stanu Cywilnego,Chrzty,1874,1874,poznański,Urząd Stanu Cywilnego
Głuszyna,Urząd Stanu Cywilnego,Śluby,1874,1874,poznański,Urząd Stanu Cywilnego
Głuszyna,Urząd Stanu Cywilnego,Zgony,1874,1874,poznański,Urząd Stanu Cywilnego
Gniezno,Parafia ewangelicka,Chrzty,1818,1823,gnieźnieński,Parafia ewangelicka
Gniezno,Parafia ewangelicka,Chrzty,1851,1851,gnieźnieński,Parafia ewangelicka
Gniezno,Parafia ewangelicka,Śluby,1818,1818,gnieźnieński,Parafia ewangelicka
Gniezno,Parafia ewangelicka,Śluby,1820,1820,gnieźnieński,Parafia ewangelicka
Gniezno,Parafia ewangelicka,Śluby,1851,1851,gnieźnieński,Parafia ewangelicka
Gniezno,Parafia ewangelicka,Zgony,1818,1818,gnieźnieński,Parafia ewangelicka
Gniezno,Parafia ewangelicka,Zgony,1820,1820,gnieźnieński,Parafia ewangelicka
Gniezno,Parafia ewangelicka,Zgony,1851,1851,gnieźnieński,Parafia ewangelicka
Gniezno,Parafia katolicka,Chrzty,1807,1874,gnieźnieński,Parafia katolicka
Gniezno,Parafia katolicka,Śluby,1809,1874,gnieźnieński,Parafia katolicka
Gniezno,Parafia katolicka,Zgony,1809,1874,gnieźnieński,Parafia katolicka
Gniezno,Parafia katolicka,Inne,1812,1818,gnieźnieński,Parafia katolicka
Gniezno,Urząd Stanu Cywilnego,Chrzty,1874,1884,gnieźnieński,Urząd Stanu Cywilnego
Gniezno,Urząd Stanu Cywilnego,Chrzty,1906,1918,gnieźnieński,Urząd Stanu Cywilnego
Gniezno,Urząd Stanu Cywilnego,Śluby,1874,1884,gnieźnieński,Urząd Stanu Cywilnego
Gniezno,Urząd Stanu Cywilnego,Śluby,1906,1921,gnieźnieński,Urząd Stanu Cywilnego
Gniezno,Urząd Stanu Cywilnego,Zgony,1874,1884,gnieźnieński,Urząd Stanu Cywilnego
Gniezno,Urząd Stanu Cywilnego,Zgony,1906,1917,gnieźnieński,Urząd Stanu Cywilnego
Gniezno,Urząd Stanu Cywilnego,Zgony,1921,1921,gnieźnieński,Urząd Stanu Cywilnego
Gniezno,Urząd Stanu Cywilnego,Inne,1874,1877,gnieźnieński,Urząd Stanu Cywilnego
Gniezno,Urząd Stanu Cywilnego,Inne,1917,1917,gnieźnieński,Urząd Stanu Cywilnego
Gniezno,Urząd Stanu Cywilnego,Inne,1920,1920,gnieźnieński,Urząd Stanu Cywilnego
Gnin,Parafia ewangelicka,Zgony,1822,1822,grodziski,Parafia ewangelicka
Gnin,Parafia katolicka,Chrzty,1818,1829,grodziski,Parafia katolicka
Gnin,Parafia katolicka,Chrzty,1833,1864,grodziski,Parafia katolicka
Gnin,Parafia katolicka,Chrzty,1873,1874,grodziski,Parafia katolicka
Gnin,Parafia katolicka,Śluby,1818,1829,grodziski,Parafia katolicka
Gnin,Parafia katolicka,Śluby,1833,1864,grodziski,Parafia katolicka
Gnin,Parafia katolicka,Śluby,1873,1874,grodziski,Parafia katolicka
Gnin,Parafia katolicka,Zgony,1818,1829,grodziski,Parafia katolicka
Gnin,Parafia katolicka,Zgony,1833,1864,grodziski,Parafia katolicka
Gnin,Parafia katolicka,Zgony,1873,1873,grodziski,Parafia katolicka
Godziesze,Parafia katolicka,Chrzty,1808,1824,kaliski,Parafia katolicka
Godziesze,Parafia katolicka,Chrzty,1826,1918,kaliski,Parafia katolicka
Godziesze,Parafia katolicka,Śluby,1808,1918,kaliski,Parafia katolicka
Godziesze,Parafia katolicka,Zgony,1808,1823,kaliski,Parafia katolicka
Godziesze,Parafia katolicka,Zgony,1826,1918,kaliski,Parafia katolicka
Godziesze,Parafia katolicka,Inne,1917,1917,kaliski,Parafia katolicka
Golejewko,Parafia katolicka,Chrzty,1818,1829,rawicki,Parafia katolicka
Golejewko,Parafia katolicka,Śluby,1818,1829,rawicki,Parafia katolicka
