Miejscowość,Parafia,Rodzaj Księgi,Rok od,Rok do,voivodeship,parish_id
Czyże (gr-kat),Czyże (gr-kat),Chrzty,1827,1842,podlaskie,17122
Czyże (gr-kat),Czyże (gr-kat),Śluby,1827,1834,podlaskie,17123
Czyże (gr-kat),Czyże (gr-kat),Zgony,1808,1842,podlaskie,17124
Czyże (prawosł.),Czyże (prawosł.),Chrzty,1843,1913,podlaskie,14605
Czyże (prawosł.),Czyże (prawosł.),Śluby,1843,1913,podlaskie,14606
Czyże (prawosł.),Czyże (prawosł.),Zgony,1843,1913,podlaskie,14607
Czyżew,Czyżew,Chrzty,1667,1920,podlaskie,4434
Czyżew,Czyżew,Śluby,1724,1920,podlaskie,3863
Czyżew,Czyżew,Zgony,1781,1920,podlaskie,4435
Dąbrowa Białostocka,Dąbrowa Białostocka,Chrzty,1808,1867,podlaskie,8031
Dąbrowa Białostocka,Dąbrowa Białostocka,Śluby,1808,1867,podlaskie,5308
Dąbrowa Białostocka,Dąbrowa Białostocka,Zgony,1808,1867,podlaskie,5340
Dąbrowa Wielka,Dąbrowa Wielka,Chrzty,1827,1896,podlaskie,11650
Dąbrowa Wielka,Dąbrowa Wielka,Śluby,1817,1919,podlaskie,4709
Dąbrowa Wielka,Dąbrowa Wielka,Zgony,1826,1930,podlaskie,12366
Dąbrówka Kościelna,Dąbrówka Kościelna,Chrzty,1613,1870,podlaskie,3129
Dąbrówka Kościelna,Dąbrówka Kościelna,Śluby,1808,1932,podlaskie,5938
Dąbrówka Kościelna,Dąbrówka Kościelna,Zgony,1882,1940,podlaskie,5373
Dobrylas,Dobrylas,Śluby,1919,1940,podlaskie,13088
Dobrylas,Dobrylas,Zgony,1931,1936,podlaskie,13089
Dobrzyjałowo,Dobrzyjałowo,Chrzty,1890,1921,podlaskie,12711
Dobrzyjałowo,Dobrzyjałowo,Śluby,1915,1940,podlaskie,10619
Dobrzyjałowo,Dobrzyjałowo,Zgony,1889,1938,podlaskie,12712
Dobrzyniewo Kościelne,Dobrzyniewo Kościelne,Chrzty,1808,1918,podlaskie,2892
Dobrzyniewo Kościelne,Dobrzyniewo Kościelne,Śluby,1808,1929,podlaskie,2893
Dobrzyniewo Kościelne,Dobrzyniewo Kościelne,Zgony,1808,1922,podlaskie,9480
Dojlidy (prawosł.),Dojlidy (prawosł.),Chrzty,1851,1914,podlaskie,5306
Dojlidy (prawosł.),Dojlidy (prawosł.),Śluby,1856,1914,podlaskie,5303
Dojlidy (prawosł.),Dojlidy (prawosł.),Zgony,1856,1914,podlaskie,5307
Dolistowo,Dolistowo,Chrzty,1808,1864,podlaskie,4654
Dolistowo,Dolistowo,Śluby,1808,1871,podlaskie,4656
Dolistowo,Dolistowo,Zgony,1808,1871,podlaskie,4655
Dołubowo,Dołubowo,Chrzty,1798,1902,podlaskie,9792
Dołubowo,Dołubowo,Śluby,1798,1871,podlaskie,12148
Dołubowo,Dołubowo,Zgony,1798,1849,podlaskie,14198
Domanowo,Domanowo,Chrzty,1743,1851,podlaskie,11977
Domanowo,Domanowo,Śluby,1744,1933,podlaskie,13284
Domanowo,Domanowo,Zgony,1742,1926,podlaskie,13285
Drohiczyn,Drohiczyn,Chrzty,1670,1862,podlaskie,10864
Drohiczyn,Drohiczyn,Śluby,1747,1862,podlaskie,11260
Drohiczyn,Drohiczyn,Zgony,1605,1883,podlaskie,14250
Drozdowo,Drozdowo,Chrzty,1673,1921,podlaskie,534
Drozdowo,Drozdowo,Śluby,1708,1921,podlaskie,536
Drozdowo,Drozdowo,Zgony,1726,1921,podlaskie,535
Dubicze Cerkiewne (gr-kat),Dubicze Cerkiewne (gr-kat),Chrzty,1811,1826,podlaskie,10888
Dubicze Cerkiewne (prawosł.),Dubicze Cerkiewne (prawosł.),Chrzty,1843,1914,podlaskie,3241
Dubicze Cerkiewne (prawosł.),Dubicze Cerkiewne (prawosł.),Śluby,1843,1914,podlaskie,3242
Dubicze Cerkiewne (prawosł.),Dubicze Cerkiewne (prawosł.),Zgony,1843,1914,podlaskie,3243
Dubiny (gr-kat),Dubiny (gr-kat),Chrzty,1780,1803,podlaskie,11526
Dubiny (gr-kat),Dubiny (gr-kat),Śluby,1780,1803,podlaskie,11527
Dubiny (gr-kat),Dubiny (gr-kat),Zgony,1789,1801,podlaskie,11528
Dubiny (prawosł.),Dubiny (prawosł.),Chrzty,1888,1913,podlaskie,12306
Dubiny (prawosł.),Dubiny (prawosł.),Śluby,1888,1913,podlaskie,12307
Dubiny (prawosł.),Dubiny (prawosł.),Zgony,1888,1913,podlaskie,12308
Dziadkowice,Dziadkowice,Chrzty,1808,1862,podlaskie,14368
Dziadkowice,Dziadkowice,Śluby,1808,1861,podlaskie,12149
Dziadkowice,Dziadkowice,Zgony,1808,1844,podlaskie,14369
Dziadkowice (prawosł.),Dziadkowice (prawosł.),Chrzty,1899,1903,podlaskie,17154
Dziadkowice (prawosł.),Dziadkowice (prawosł.),Śluby,1899,1903,podlaskie,17155
Dziadkowice (prawosł.),Dziadkowice (prawosł.),Zgony,1899,1903,podlaskie,17156
Fasty (gr-kat),Fasty (gr-kat),Chrzty,1809,1809,podlaskie,10117
Fasty (gr-kat),Fasty (gr-kat),Śluby,1809,1809,podlaskie,10118
Fasty (gr-kat),Fasty (gr-kat),Zgony,1809,1809,podlaskie,10119
Filipów,Filipów,Chrzty,1808,1923,podlaskie,6315
Filipów,Filipów,Śluby,1808,1941,podlaskie,6316
Filipów,Filipów,Zgony,1808,1942,podlaskie,6317
Filipów (mariawici),Filipów (mariawici),Chrzty,1907,1908,podlaskie,16903
Filipów (mariawici),Filipów (mariawici),Śluby,1907,1907,podlaskie,16904
Filipów (mariawici),Filipów (mariawici),Zgony,1907,1907,podlaskie,16905
Giełczyn,Giełczyn,Chrzty,1809,1915,podlaskie,12396
Giełczyn,Giełczyn,Śluby,1810,1921,podlaskie,12397
Giełczyn,Giełczyn,Zgony,1809,1921,podlaskie,12398
Goniądz,Goniądz,Chrzty,1808,1864,podlaskie,5825
Goniądz,Goniądz,Śluby,1808,1871,podlaskie,5354
Goniądz,Goniądz,Zgony,1808,1871,podlaskie,5824
Grabowo,Grabowo,Chrzty,1629,1925,podlaskie,4233
Grabowo,Grabowo,Śluby,1694,1945,podlaskie,2359
Grabowo,Grabowo,Zgony,1789,1975,podlaskie,2458
Grajewo,Grajewo,Chrzty,1670,1924,podlaskie,1679
Grajewo,Grajewo,Śluby,1688,1943,podlaskie,3640
Grajewo,Grajewo,Zgony,1746,1942,podlaskie,3754
Granne,Granne,Chrzty,1667,1851,podlaskie,12456
Granne,Granne,Śluby,1667,1851,podlaskie,12457
Granne,Granne,Zgony,1723,1848,podlaskie,12458
Grodzisk,Grodzisk,Śluby,1921,1926,podlaskie,14468
Grodzisk,Grodzisk,Zgony,1921,1926,podlaskie,14470
Gródek (gr-kat),Gródek (gr-kat),Chrzty,1800,1813,podlaskie,10933
Gródek (gr-kat),Gródek (gr-kat),Śluby,1809,1809,podlaskie,10935
Gródek (gr-kat),Gródek (gr-kat),Zgony,1809,1809,podlaskie,10936
Hajnówka,Hajnówka,Zgony,1923,1940,podlaskie,15553
Hodyszewo,Hodyszewo,Śluby,1921,1932,podlaskie,15793
Hodyszewo,Hodyszewo,Zgony,1921,1939,podlaskie,15794
Hodyszewo (prawosł.),Hodyszewo (prawosł.),Chrzty,1876,1914,podlaskie,15699
Hodyszewo (prawosł.),Hodyszewo (prawosł.),Śluby,1876,1914,podlaskie,15700
Hodyszewo (prawosł.),Hodyszewo (prawosł.),Zgony,1876,1912,podlaskie,15701
Hodyszewo-WNMP (prawosł.),Hodyszewo-WNMP (prawosł.),Chrzty,1888,1913,podlaskie,15728
Hodyszewo-WNMP (prawosł.),Hodyszewo-WNMP (prawosł.),Śluby,1889,1913,podlaskie,15729
Hodyszewo-WNMP (prawosł.),Hodyszewo-WNMP (prawosł.),Zgony,1888,1913,podlaskie,15730
Hryniewicze Duże (prawosł.),Hryniewicze Duże (prawosł.),Chrzty,1884,1905,podlaskie,15941
Hryniewicze Duże (prawosł.),Hryniewicze Duże (prawosł.),Śluby,1884,1905,podlaskie,15942
Hryniewicze Duże (prawosł.),Hryniewicze Duże (prawosł.),Zgony,1884,1905,podlaskie,15943
Jabłonka Kościelna,Jabłonka Kościelna,Chrzty,1890,1921,podlaskie,4485
Jabłonka Kościelna,Jabłonka Kościelna,Śluby,1883,1941,podlaskie,10555
Jabłonka Kościelna,Jabłonka Kościelna,Zgony,1916,1931,podlaskie,13193
Jabłoń Kościelna,Jabłoń Kościelna,Chrzty,1645,1907,podlaskie,4257
Jabłoń Kościelna,Jabłoń Kościelna,Śluby,1676,1943,podlaskie,10552
Jabłoń Kościelna,Jabłoń Kościelna,Zgony,1723,1945,podlaskie,8629
Jaczno (gr-kat),Jaczno (gr-kat),Chrzty,1809,1809,podlaskie,8336
Jaczno (gr-kat),Jaczno (gr-kat),Śluby,1809,1809,podlaskie,8337
Jaczno (gr-kat),Jaczno (gr-kat),Zgony,1809,1809,podlaskie,8338
Jałówka,Jałówka,Chrzty,1776,1864,podlaskie,9157
Jałówka,Jałówka,Śluby,1797,1864,podlaskie,9158
Jałówka,Jałówka,Zgony,1797,1923,podlaskie,9159
Jaminy,Jaminy,Chrzty,1759,1912,podlaskie,2402
Jaminy,Jaminy,Śluby,1797,1935,podlaskie,2466
Jaminy,Jaminy,Zgony,1792,1930,podlaskie,2403
Jaminy - zapowiedzi,Jaminy - zapowiedzi,Śluby,1826,1884,podlaskie,4906
Janopol,Janopol,Chrzty,1860,1863,podlaskie,12436
Janopol,Janopol,Śluby,1860,1863,podlaskie,12437
Janopol,Janopol,Zgony,1860,1863,podlaskie,12438
Janów,Janów,Chrzty,1735,1925,podlaskie,6354
Janów,Janów,Śluby,1808,1925,podlaskie,6355
Janów,Janów,Zgony,1808,1926,podlaskie,6356
Janówka,Janówka,Chrzty,1810,1914,podlaskie,2226
Janówka,Janówka,Śluby,1811,1936,podlaskie,6255
Janówka,Janówka,Zgony,1811,1933,podlaskie,6254
Jasionówka,Jasionówka,Chrzty,1808,1918,podlaskie,5136
Jasionówka,Jasionówka,Śluby,1808,1918,podlaskie,5099
Jasionówka,Jasionówka,Zgony,1808,1918,podlaskie,5748
Jedwabne,Jedwabne,Chrzty,1733,1919,podlaskie,3228
Jedwabne,Jedwabne,Śluby,1826,1932,podlaskie,3912
Jedwabne,Jedwabne,Zgony,1724,1937,podlaskie,3229
Jeleniewo,Jeleniewo,Chrzty,1772,1912,podlaskie,8592
Jeleniewo,Jeleniewo,Śluby,1808,1869,podlaskie,4594
Jeleniewo,Jeleniewo,Zgony,1808,1869,podlaskie,4327
Juchnowiec,Juchnowiec,Chrzty,1808,1864,podlaskie,11893
Juchnowiec,Juchnowiec,Śluby,1808,1870,podlaskie,11894
Juchnowiec,Juchnowiec,Zgony,1808,1871,podlaskie,11895
Jurowlany (prawosł.),Jurowlany (prawosł.),Chrzty,1843,1868,podlaskie,13656
Jurowlany (prawosł.),Jurowlany (prawosł.),Śluby,1843,1868,podlaskie,13657
Jurowlany (prawosł.),Jurowlany (prawosł.),Zgony,1843,1868,podlaskie,13658
Kaletnik,Kaletnik,Chrzty,1847,1869,podlaskie,2156
Kaletnik,Kaletnik,Śluby,1808,1869,podlaskie,2157
Kaletnik,Kaletnik,Zgony,1847,1869,podlaskie,2158
Kaletnik (aneksy),Kaletnik (aneksy),Śluby,1866,1906,podlaskie,11245
Kalinówka Kościelna,Kalinówka Kościelna,Chrzty,1808,1864,podlaskie,5511
Kalinówka Kościelna,Kalinówka Kościelna,Śluby,1808,1918,podlaskie,5512
Kalinówka Kościelna,Kalinówka Kościelna,Zgony,1808,1871,podlaskie,5513
Kapice,Kapice,Śluby,1918,1944,podlaskie,7744
Kapice,Kapice,Zgony,1918,1944,podlaskie,11375
Karpowicze,Karpowicze,Chrzty,1808,1864,podlaskie,5419
Karpowicze,Karpowicze,Śluby,1808,1864,podlaskie,5420
Karpowicze,Karpowicze,Zgony,1809,1864,podlaskie,5421
Klejniki (prawosł.),Klejniki (prawosł.),Chrzty,1884,1913,podlaskie,12595
Klejniki (prawosł.),Klejniki (prawosł.),Śluby,1884,1913,podlaskie,12596
Klejniki (prawosł.),Klejniki (prawosł.),Zgony,1884,1913,podlaskie,12597
Kleszczele,Kleszczele,Chrzty,1718,1919,podlaskie,9147
Kleszczele,Kleszczele,Śluby,1810,1933,podlaskie,6412
Kleszczele,Kleszczele,Zgony,1808,1945,podlaskie,2915
Kleszczele św.Jerzego (gr-kat),Kleszczele św.Jerzego (gr-kat),Zgony,1798,1826,podlaskie,16804
Kleszczele św.Mikołaja (gr-kat),Kleszczele św.Mikołaja (gr-kat),Chrzty,1728,1842,podlaskie,7023
Kleszczele św.Mikołaja (gr-kat),Kleszczele św.Mikołaja (gr-kat),Śluby,1733,1836,podlaskie,9354
Kleszczele św.Mikołaja (gr-kat),Kleszczele św.Mikołaja (gr-kat),Zgony,1801,1836,podlaskie,8120
Kleszczele św.Mikołaja (prawosł.),Kleszczele św.Mikołaja (prawosł.),Chrzty,1843,1861,podlaskie,3857
Kleszczele św.Mikołaja (prawosł.),Kleszczele św.Mikołaja (prawosł.),Śluby,1843,1861,podlaskie,3858
Kleszczele św.Mikołaja (prawosł.),Kleszczele św.Mikołaja (prawosł.),Zgony,1843,1861,podlaskie,3859
Kleszczele Zaś.NMP (prawosł.),Kleszczele Zaś.NMP (prawosł.),Chrzty,1888,1913,podlaskie,16805
Kleszczele Zaś.NMP (prawosł.),Kleszczele Zaś.NMP (prawosł.),Śluby,1888,1913,podlaskie,16806
Kleszczele Zaś.NMP (prawosł.),Kleszczele Zaś.NMP (prawosł.),Zgony,1888,1913,podlaskie,16807
Klimówka,Klimówka,Chrzty,1798,1832,podlaskie,7008
Klimówka,Klimówka,Śluby,1814,1941,podlaskie,7009
Klimówka,Klimówka,Zgony,1771,1840,podlaskie,7010
Klukowo (pow.wysokomaz.),Klukowo (pow.wysokomaz.),Śluby,1919,1935,podlaskie,12880
Knyszyn,Knyszyn,Chrzty,1790,1919,podlaskie,7381
Knyszyn,Knyszyn,Śluby,1790,1921,podlaskie,7382
Knyszyn,Knyszyn,Zgony,1790,1921,podlaskie,7383
Knyszyn (prawosł.),Knyszyn (prawosł.),Chrzty,1878,1907,podlaskie,15324
Knyszyn (prawosł.),Knyszyn (prawosł.),Śluby,1878,1907,podlaskie,15325
Knyszyn (prawosł.),Knyszyn (prawosł.),Zgony,1878,1907,podlaskie,15326
Kobylin Borzymy,Kobylin Borzymy,Chrzty,1658,1917,podlaskie,4116
Kobylin Borzymy,Kobylin Borzymy,Śluby,1658,1940,podlaskie,4195
Kobylin Borzymy,Kobylin Borzymy,Zgony,1738,1944,podlaskie,4262
Kolno,Kolno,Chrzty,1808,1923,podlaskie,4295
Kolno,Kolno,Śluby,1808,1940,podlaskie,3888
Kolno,Kolno,Zgony,1787,1942,podlaskie,4830
Kolno (prawosł.),Kolno (prawosł.),Chrzty,1905,1914,podlaskie,15894
Kolno (prawosł.),Kolno (prawosł.),Śluby,1905,1914,podlaskie,15895
Kolno (prawosł.),Kolno (prawosł.),Zgony,1905,1914,podlaskie,15896
Kołaki Kościelne,Kołaki Kościelne,Chrzty,1727,1922,podlaskie,3267
Kołaki Kościelne,Kołaki Kościelne,Śluby,1750,1942,podlaskie,3764
Kołaki Kościelne,Kołaki Kościelne,Zgony,1784,1928,podlaskie,4413
Korycin,Korycin,Chrzty,1809,1920,podlaskie,5928
Korycin,Korycin,Śluby,1809,1933,podlaskie,5089
Korycin,Korycin,Zgony,1809,1924,podlaskie,5165
Krasnopol,Krasnopol,Chrzty,1808,1921,podlaskie,2137
Krasnopol,Krasnopol,Śluby,1808,1921,podlaskie,2138
Krasnopol,Krasnopol,Zgony,1808,1921,podlaskie,2139
Krasnopol (aneksy),Krasnopol (aneksy),Śluby,1832,1832,podlaskie,16900
Krasnybór,Krasnybór,Chrzty,1760,1920,podlaskie,1816
Krasnybór,Krasnybór,Śluby,1760,1921,podlaskie,1842
Krasnybór,Krasnybór,Zgony,1755,1939,podlaskie,4102
Krasnybór - zapowiedzi,Krasnybór - zapowiedzi,Śluby,1808,1852,podlaskie,5692
Krynki,Krynki,Chrzty,1797,1915,podlaskie,6528
Krynki,Krynki,Śluby,1698,1945,podlaskie,6405
Krynki,Krynki,Zgony,1797,1948,podlaskie,6529
Krynki (gr-kat),Krynki (gr-kat),Chrzty,1796,1815,podlaskie,8886
Krynki (gr-kat),Krynki (gr-kat),Śluby,1785,1826,podlaskie,6546
Krynki (prawosł.),Krynki (prawosł.),Chrzty,1865,1915,podlaskie,12220
Krynki (prawosł.),Krynki (prawosł.),Śluby,1865,1915,podlaskie,12221
Krynki (prawosł.),Krynki (prawosł.),Zgony,1865,1915,podlaskie,11473
Krypno,Krypno,Chrzty,1918,1925,podlaskie,16297
Kuczyn,Kuczyn,Chrzty,1800,1915,podlaskie,4996
Kuczyn,Kuczyn,Śluby,1902,1936,podlaskie,4504
Kuczyn,Kuczyn,Zgony,1895,1938,podlaskie,5030
Kulesze Kościelne,Kulesze Kościelne,Chrzty,1639,1914,podlaskie,4021
Kulesze Kościelne,Kulesze Kościelne,Śluby,1638,1938,podlaskie,4029
Kulesze Kościelne,Kulesze Kościelne,Zgony,1716,1933,podlaskie,4004
Kundzin,Kundzin,Chrzty,1811,1864,podlaskie,8463
Kundzin,Kundzin,Śluby,1811,1864,podlaskie,8464
Kundzin,Kundzin,Zgony,1811,1924,podlaskie,8465
Kuraszewo (prawosł.),Kuraszewo (prawosł.),Chrzty,1898,1913,podlaskie,13413
Kuraszewo (prawosł.),Kuraszewo (prawosł.),Śluby,1898,1913,podlaskie,13414
Kuraszewo (prawosł.),Kuraszewo (prawosł.),Zgony,1898,1913,podlaskie,13415
Kuzie,Kuzie,Śluby,1921,1939,podlaskie,15810
Kuźnica,Kuźnica,Chrzty,1809,1920,podlaskie,7539
Kuźnica,Kuźnica,Śluby,1764,1925,podlaskie,7944
Kuźnica,Kuźnica,Zgony,1808,1936,podlaskie,9995
Lachowo,Lachowo,Chrzty,1914,1923,podlaskie,15293
Lachowo,Lachowo,Śluby,1914,1939,podlaskie,5462
Lachowo,Lachowo,Zgony,1914,1942,podlaskie,5466
Lachowo - Księga Rekrutów,Lachowo - Księga Rekrutów,Chrzty,1880,1903,podlaskie,5675
Laskowiec,Laskowiec,Chrzty,1890,1900,podlaskie,15560
Leman,Leman,Chrzty,1906,1911,podlaskie,4670
Leman,Leman,Śluby,1906,1930,podlaskie,6718
Leman,Leman,Zgony,1917,1932,podlaskie,13223
Lewkowo Stare (prawosł.),Lewkowo Stare (prawosł.),Chrzty,1901,1911,podlaskie,11930
Lewkowo Stare (prawosł.),Lewkowo Stare (prawosł.),Śluby,1901,1911,podlaskie,11931
Lewkowo Stare (prawosł.),Lewkowo Stare (prawosł.),Zgony,1901,1911,podlaskie,11932
Lipsk,Lipsk,Chrzty,1781,1845,podlaskie,5070
Lipsk,Lipsk,Zgony,1820,1845,podlaskie,5179
Lipsk - zapowiedzi,Lipsk - zapowiedzi,Śluby,1846,1867,podlaskie,4907
Lipsk (gr-kat),Lipsk (gr-kat),Chrzty,1832,1838,podlaskie,4909
Lipsk (gr-kat),Lipsk (gr-kat),Śluby,1832,1838,podlaskie,4910
Lipsk (gr-kat),Lipsk (gr-kat),Zgony,1832,1838,podlaskie,4911
Łapy,Łapy,Chrzty,1908,1911,podlaskie,8534
Łapy,Łapy,Zgony,1908,1944,podlaskie,16701
Łapy (prawosł.),Łapy (prawosł.),Chrzty,1898,1915,podlaskie,15641
Łapy (prawosł.),Łapy (prawosł.),Śluby,1898,1915,podlaskie,15642
Łapy (prawosł.),Łapy (prawosł.),Zgony,1898,1915,podlaskie,15643
Łomża,Łomża,Chrzty,1597,1924,podlaskie,1096
Łomża,Łomża,Śluby,1608,1939,podlaskie,1105
Łomża,Łomża,Zgony,1561,1939,podlaskie,3459
Łomża (ewang.),Łomża (ewang.),Chrzty,1839,1920,podlaskie,12121
Łomża (ewang.),Łomża (ewang.),Śluby,1838,1939,podlaskie,8030
Łomża (ewang.),Łomża (ewang.),Zgony,1839,1939,podlaskie,12166
Łomża (mojż.),Łomża (mojż.),Zgony,1930,1930,podlaskie,17178
Łosewo,Łosewo,Śluby,1918,1940,podlaskie,12654
Łosewo,Łosewo,Zgony,1918,1940,podlaskie,12655
Łosinka (gr-kat),Łosinka (gr-kat),Chrzty,1778,1817,podlaskie,14437
Łosinka (gr-kat),Łosinka (gr-kat),Śluby,1778,1817,podlaskie,14438
Łosinka (gr-kat),Łosinka (gr-kat),Zgony,1778,1826,podlaskie,14439
Łosinka (prawosł.),Łosinka (prawosł.),Chrzty,1884,1913,podlaskie,14783
Łosinka (prawosł.),Łosinka (prawosł.),Śluby,1884,1913,podlaskie,14784
Łosinka (prawosł.),Łosinka (prawosł.),Zgony,1884,1913,podlaskie,14785
Łubin Kościelny,Łubin Kościelny,Chrzty,1654,1873,podlaskie,9156
Łubin Kościelny,Łubin Kościelny,Śluby,1661,1933,podlaskie,5670
Łubin Kościelny,Łubin Kościelny,Zgony,1765,1933,podlaskie,11401
Malesze (prawosł.),Malesze (prawosł.),Chrzty,1884,1906,podlaskie,16052
Malesze (prawosł.),Malesze (prawosł.),Śluby,1884,1906,podlaskie,16053
Malesze (prawosł.),Malesze (prawosł.),Zgony,1884,1906,podlaskie,16054
Mały Płock,Mały Płock,Chrzty,1771,1922,podlaskie,6728
Mały Płock,Mały Płock,Śluby,1817,1941,podlaskie,5127
Mały Płock,Mały Płock,Zgony,1806,1944,podlaskie,7266
Miastkowo,Miastkowo,Chrzty,1732,1921,podlaskie,3079
Miastkowo,Miastkowo,Śluby,1736,1941,podlaskie,4365
Miastkowo,Miastkowo,Zgony,1808,1944,podlaskie,4562
Mielnik,Mielnik,Chrzty,1778,1851,podlaskie,14451
Mielnik,Mielnik,Śluby,1791,1844,podlaskie,12146
Mielnik,Mielnik,Zgony,1808,1844,podlaskie,14452
Mielnik (prawosł.),Mielnik (prawosł.),Chrzty,1888,1908,podlaskie,17084
Mielnik (prawosł.),Mielnik (prawosł.),Śluby,1888,1908,podlaskie,17085
Mielnik (prawosł.),Mielnik (prawosł.),Zgony,1888,1908,podlaskie,17086
Mielnik pw.NMP (gr-kat),Mielnik pw.NMP (gr-kat),Chrzty,1824,1835,podlaskie,16836
Mielnik pw.NMP (gr-kat),Mielnik pw.NMP (gr-kat),Śluby,1798,1835,podlaskie,16837
Mielnik pw.NMP (gr-kat),Mielnik pw.NMP (gr-kat),Zgony,1798,1835,podlaskie,16838
Mielnik Zmar.Pań. (gr-kat),Mielnik Zmar.Pań. (gr-kat),Chrzty,1793,1836,podlaskie,16839
Mielnik Zmar.Pań. (gr-kat),Mielnik Zmar.Pań. (gr-kat),Śluby,1798,1836,podlaskie,16840
Mielnik Zmar.Pań. (gr-kat),Mielnik Zmar.Pań. (gr-kat),Zgony,1792,1835,podlaskie,16842
Milejczyce,Milejczyce,Chrzty,1827,1848,podlaskie,15300
Milejczyce (prawosł.),Milejczyce (prawosł.),Chrzty,1835,1905,podlaskie,14845
Milejczyce (prawosł.),Milejczyce (prawosł.),Śluby,1835,1905,podlaskie,14846
Milejczyce (prawosł.),Milejczyce (prawosł.),Zgony,1835,1905,podlaskie,14847
Narew,Narew,Chrzty,1797,1919,podlaskie,6447
Narew,Narew,Śluby,1797,1937,podlaskie,5967
Narew,Narew,Zgony,1797,1945,podlaskie,6448
Narew - zapowiedzi,Narew - zapowiedzi,Śluby,1906,1906,podlaskie,12605
Narew (gr-kat),Narew (gr-kat),Śluby,1783,1815,podlaskie,12979
Narew (gr-kat),Narew (gr-kat),Zgony,1783,1816,podlaskie,13289
Narew (prawosł.),Narew (prawosł.),Chrzty,1860,1864,podlaskie,9511
Narew (prawosł.),Narew (prawosł.),Śluby,1860,1864,podlaskie,9512
Narew (prawosł.),Narew (prawosł.),Zgony,1860,1864,podlaskie,9513
Narewka,Narewka,Chrzty,1778,1926,podlaskie,10110
Narewka,Narewka,Śluby,1778,1923,podlaskie,10109
Narewka,Narewka,Zgony,1778,1912,podlaskie,10108
Narewka (prawosł.),Narewka (prawosł.),Chrzty,1865,1909,podlaskie,13303
Narewka (prawosł.),Narewka (prawosł.),Śluby,1865,1946,podlaskie,13304
Narewka (prawosł.),Narewka (prawosł.),Zgony,1866,1953,podlaskie,13305
Narojki (gr-kat),Narojki (gr-kat),Chrzty,1827,1841,podlaskie,17048
Narojki (gr-kat),Narojki (gr-kat),Śluby,1827,1838,podlaskie,17049
Narojki (gr-kat),Narojki (gr-kat),Zgony,1827,1839,podlaskie,17051
Niedźwiadna,Niedźwiadna,Chrzty,1808,1921,podlaskie,4100
Niedźwiadna,Niedźwiadna,Śluby,1811,1945,podlaskie,3697
Niedźwiadna,Niedźwiadna,Zgony,1810,1945,podlaskie,4000
Niemirów,Niemirów,Chrzty,1808,1851,podlaskie,14440
Niemirów,Niemirów,Śluby,1809,1851,podlaskie,12147
Niemirów,Niemirów,Zgony,1808,1844,podlaskie,14441
Niewodnica Kościelna,Niewodnica Kościelna,Chrzty,1808,1865,podlaskie,13246
Niewodnica Kościelna,Niewodnica Kościelna,Śluby,1808,1871,podlaskie,13247
Niewodnica Kościelna,Niewodnica Kościelna,Zgony,1808,1871,podlaskie,13248
Nowe Piekuty,Nowe Piekuty,Chrzty,1699,1722,podlaskie,7006
Nowe Piekuty,Nowe Piekuty,Śluby,1940,1944,podlaskie,16073
Nowe Piekuty,Nowe Piekuty,Zgony,1894,1944,podlaskie,11109
Nowoberezowo (gr-kat),Nowoberezowo (gr-kat),Chrzty,1837,1837,podlaskie,9358
Nowoberezowo (prawosł.),Nowoberezowo (prawosł.),Chrzty,1888,1913,podlaskie,9118
Nowoberezowo (prawosł.),Nowoberezowo (prawosł.),Śluby,1888,1913,podlaskie,9119
Nowoberezowo (prawosł.),Nowoberezowo (prawosł.),Zgony,1888,1913,podlaskie,9120
Nowoberezowo (prawosł.) - zapowiedzi,Nowoberezowo (prawosł.) - zapowiedzi,Śluby,1843,1849,podlaskie,9359
Nowogród,Nowogród,Chrzty,1808,1922,podlaskie,5634
Nowogród,Nowogród,Śluby,1808,1922,podlaskie,4369
Nowogród,Nowogród,Zgony,1808,1922,podlaskie,5497
Nowowola (prawosł.),Nowowola (prawosł.),Chrzty,1910,1913,podlaskie,15677
Nowowola (prawosł.),Nowowola (prawosł.),Śluby,1910,1913,podlaskie,15678
Nowowola (prawosł.),Nowowola (prawosł.),Zgony,1910,1913,podlaskie,15679
Nowy Dwór,Nowy Dwór,Chrzty,1808,1864,podlaskie,9886
Nowy Dwór,Nowy Dwór,Śluby,1808,1864,podlaskie,10242
Nowy Dwór,Nowy Dwór,Zgony,1808,1864,podlaskie,10328
Orla (gr-kat),Orla (gr-kat),Chrzty,1813,1827,podlaskie,11885
Orla (prawosł.),Orla (prawosł.),Chrzty,1835,1913,podlaskie,11626
Orla (prawosł.),Orla (prawosł.),Śluby,1817,1913,podlaskie,11627
Orla (prawosł.),Orla (prawosł.),Zgony,1835,1914,podlaskie,11628
Orla (prawosł.) - zapowiedzi,Orla (prawosł.) - zapowiedzi,Śluby,1847,1889,podlaskie,11942
Ostrożany,Ostrożany,Chrzty,1763,1899,podlaskie,11811
Ostrożany,Ostrożany,Śluby,1661,1899,podlaskie,3130
Ostrożany,Ostrożany,Zgony,1808,1899,podlaskie,11812
Paproć Duża (ewang.),Paproć Duża (ewang.),Chrzty,1837,1860,podlaskie,16027
Paproć Duża (ewang.),Paproć Duża (ewang.),Śluby,1837,1867,podlaskie,16028
Perlejewo,Perlejewo,Chrzty,1691,1896,podlaskie,6796
